City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
262,Iqaluit,CA,2021-10-22 18:53:22,63.7506,-68.5145,26.33,79,75,18.01,broken clouds
263,Belmonte,BR,2021-10-22 18:53:22,-15.8631,-38.8828,78.8,78,94,11.72,overcast clouds
264,Bokoro,TD,2021-10-22 18:53:22,12.3807,17.0568,92.28,25,72,5.95,broken clouds
265,Xuzhou,CN,2021-10-22 18:53:23,34.1805,117.1571,52.14,59,100,5.48,light rain
266,Chicama,PE,2021-10-22 18:53:23,-7.8447,-79.1469,61.34,63,32,10.6,scattered clouds
267,Khatanga,RU,2021-10-22 18:53:24,71.9667,102.5,-4.95,100,94,3.71,overcast clouds
268,Yeppoon,AU,2021-10-22 18:53:24,-23.1333,150.7333,73.18,91,0,4.25,clear sky
269,Bow Island,CA,2021-10-22 18:53:25,49.8668,-111.3684,65.48,36,96,16.11,overcast clouds
270,Koumac,NC,2021-10-22 18:50:00,-20.5667,164.2833,70.52,86,1,4.59,clear sky
271,Birao,CF,2021-10-22 18:53:25,10.2849,22.7882,79.77,52,100,5.28,overcast clouds
272,Sitka,US,2021-10-22 18:51:18,57.0531,-135.33,51.69,76,90,18.41,moderate rain
273,Salinopolis,BR,2021-10-22 18:53:26,-0.6136,-47.3561,84.25,69,96,10.89,overcast clouds
274,Goksun,TR,2021-10-22 18:53:26,38.021,36.4973,48.61,40,0,2.46,clear sky
275,Constantine,DZ,2021-10-22 18:53:27,36.365,6.6147,67.41,45,40,8.05,scattered clouds
276,Muli,MV,2021-10-22 18:53:27,2.9167,73.5667,82.53,71,57,10.87,broken clouds
277,Katherine,AU,2021-10-22 18:51:21,-14.4667,132.2667,80.92,74,58,5.75,broken clouds
278,Oranjemund,NA,2021-10-22 18:53:28,-28.55,16.4333,58.57,80,4,13.65,clear sky
279,Porosozero,RU,2021-10-22 18:53:28,62.7191,32.727,37.15,97,100,8.93,overcast clouds
280,Bogandinskiy,RU,2021-10-22 18:53:28,56.8937,65.8938,37.67,96,100,13.24,light rain
281,Rossland,CA,2021-10-22 18:53:29,49.0831,-117.8022,48.9,86,100,1.63,overcast clouds
282,Pangnirtung,CA,2021-10-22 18:53:29,66.1451,-65.7125,26.6,93,40,9.22,scattered clouds
283,Coihaique,CL,2021-10-22 18:53:30,-45.5752,-72.0662,51.75,40,75,11.5,broken clouds
284,Pangai,TO,2021-10-22 18:53:30,-19.8,-174.35,75.31,60,20,14.97,few clouds
285,Sept-Iles,CA,2021-10-22 18:53:05,50.2001,-66.3821,47.05,96,90,10.0,mist
286,Totoral,PE,2021-10-22 18:53:30,-17.4053,-70.365,71.67,28,0,11.05,clear sky
287,Saint-Georges,GD,2021-10-22 18:51:40,12.0564,-61.7485,85.68,74,75,26.46,broken clouds
288,Lompoc,US,2021-10-22 18:52:14,34.6391,-120.4579,72.01,70,1,0.0,clear sky
289,Maragogi,BR,2021-10-22 18:50:36,-9.0122,-35.2225,81.46,74,6,12.8,clear sky
290,Pierre,US,2021-10-22 18:53:32,44.3683,-100.351,54.28,61,3,1.01,clear sky
291,La Ronge,CA,2021-10-22 18:53:32,55.1001,-105.2842,34.05,69,75,10.36,broken clouds
292,Abu Samrah,SY,2021-10-22 18:53:33,35.3029,37.1841,69.76,34,6,6.53,clear sky
293,Sinnamary,GF,2021-10-22 18:53:33,5.3833,-52.95,83.44,72,80,10.25,broken clouds
294,Pozo Colorado,PY,2021-10-22 18:53:33,-23.4923,-58.7972,98.17,25,0,5.88,clear sky
295,Sumbawanga,TZ,2021-10-22 18:53:34,-7.9667,31.6167,69.46,45,44,1.83,scattered clouds
296,Vilyuysk,RU,2021-10-22 18:53:34,63.7553,121.6247,31.42,96,100,6.82,overcast clouds
297,Airai,TL,2021-10-22 18:53:35,-8.9266,125.4092,62.65,74,100,2.24,overcast clouds
298,Kaspiyskiy,RU,2021-10-22 18:53:35,45.3929,47.3707,54.75,73,0,6.2,clear sky
299,Gizo,SB,2021-10-22 18:53:36,-8.103,156.8419,80.56,76,40,4.32,scattered clouds
300,Lat Yao,TH,2021-10-22 18:53:36,15.751,99.7893,74.17,96,100,4.27,overcast clouds
301,Narsaq,GL,2021-10-22 18:53:37,60.9167,-46.05,37.2,92,100,3.47,light rain
302,Safaga,EG,2021-10-22 18:53:37,26.7292,33.9365,77.76,45,0,14.63,clear sky
303,Bubaque,GW,2021-10-22 18:53:38,11.2833,-15.8333,82.89,78,78,11.81,light rain
304,Port Hardy,CA,2021-10-22 18:53:38,50.6996,-127.4199,53.78,71,75,10.36,broken clouds
305,Nazca,PE,2021-10-22 18:53:38,-14.8333,-74.95,83.84,26,0,9.24,clear sky
306,Labuhan,ID,2021-10-22 18:50:46,-6.8844,112.2051,80.31,77,100,5.44,overcast clouds
307,Carmen,MX,2021-10-22 18:51:52,18.6333,-91.8333,78.93,82,100,3.33,overcast clouds
308,Esperance,AU,2021-10-22 18:50:00,-33.8667,121.9,48.04,78,1,6.87,clear sky
309,Mugur-Aksy,RU,2021-10-22 18:53:39,50.35,90.5,24.08,70,100,5.53,overcast clouds
310,Ostrovnoy,RU,2021-10-22 18:53:40,68.0531,39.5131,34.39,68,100,27.02,overcast clouds
311,Luanda,AO,2021-10-22 18:49:50,-8.8368,13.2343,76.28,84,21,12.48,few clouds
312,Auki,SB,2021-10-22 18:53:40,-8.7676,160.7034,76.8,86,8,4.18,clear sky
313,Loudi,CN,2021-10-22 18:53:41,27.7344,111.9944,51.87,87,98,1.39,overcast clouds
314,Tautira,PF,2021-10-22 18:53:41,-17.7333,-149.15,80.62,86,99,19.19,light rain
315,Honningsvag,NO,2021-10-22 18:53:42,70.9821,25.9704,35.37,60,100,17.22,overcast clouds
316,Coos Bay,US,2021-10-22 18:49:58,43.3665,-124.2179,57.31,97,90,5.75,mist
317,Sao Joao Da Barra,BR,2021-10-22 18:50:24,-21.6403,-41.0511,77.09,70,10,10.98,clear sky
318,Lukovetskiy,RU,2021-10-22 18:53:42,64.2956,41.9211,30.18,98,100,5.99,snow
319,Kahului,US,2021-10-22 18:53:29,20.8947,-156.47,80.96,72,20,14.97,few clouds
320,Berlevag,NO,2021-10-22 18:50:22,70.8578,29.0864,33.75,64,75,18.41,light snow
321,Hailar,CN,2021-10-22 18:53:43,49.2,119.7,31.46,67,6,7.61,clear sky
322,Gurupi,BR,2021-10-22 18:53:44,-11.7292,-49.0686,81.21,70,100,0.16,heavy intensity rain
323,Port Hawkesbury,CA,2021-10-22 18:51:56,45.6169,-61.3485,70.92,84,90,5.01,overcast clouds
324,Aykhal,RU,2021-10-22 18:53:44,66.0,111.5,29.46,83,100,13.96,overcast clouds
325,Acapulco,MX,2021-10-22 18:49:32,16.8634,-99.8901,84.02,74,90,0.0,overcast clouds
326,Chumikan,RU,2021-10-22 18:53:45,54.7183,135.315,37.58,74,100,21.12,overcast clouds
327,Mosquera,CO,2021-10-22 18:49:01,4.7059,-74.2302,66.29,63,40,13.8,thunderstorm
328,Ardakan,IR,2021-10-22 18:53:45,32.31,54.0175,61.18,30,0,7.7,clear sky
329,Ponta Delgada,PT,2021-10-22 18:53:46,37.7333,-25.6667,70.52,68,40,8.05,scattered clouds
330,Acajutla,SV,2021-10-22 18:53:46,13.5928,-89.8275,84.78,69,20,6.58,few clouds
331,Port Blair,IN,2021-10-22 18:53:47,11.6667,92.75,80.08,83,100,3.04,overcast clouds
332,Dongsheng,CN,2021-10-22 18:53:47,39.8161,109.9776,38.03,46,7,8.68,clear sky
333,Tevaitoa,PF,2021-10-22 18:53:48,-16.7833,-151.5,78.57,78,62,9.48,broken clouds
334,Shitanjing,CN,2021-10-22 18:53:48,39.2342,106.3439,41.18,73,0,7.4,clear sky
335,Northfield,US,2021-10-22 18:53:48,44.4583,-93.1616,51.19,56,40,1.01,scattered clouds
336,Loreto,MX,2021-10-22 18:53:49,22.2667,-101.9667,71.1,43,0,7.43,clear sky
337,Ixtapa,MX,2021-10-22 18:50:29,20.7,-105.2,88.23,79,16,5.99,few clouds
338,Andilamena,MG,2021-10-22 18:53:50,-17.0167,48.5833,67.68,85,86,6.22,light rain
339,Kuopio,FI,2021-10-22 18:53:50,62.8924,27.677,35.55,87,90,12.66,overcast clouds
340,Adrar,MR,2021-10-22 18:53:50,20.5022,-10.0711,79.23,21,2,8.41,clear sky
341,Gisborne,NZ,2021-10-22 18:53:51,-38.6533,178.0042,47.95,75,100,4.59,overcast clouds
342,Pevek,RU,2021-10-22 18:53:51,69.7008,170.3133,12.61,92,100,7.85,light snow
343,Swift Current,CA,2021-10-22 18:52:09,50.2834,-107.8014,43.61,70,1,17.27,clear sky
344,Besikduzu,TR,2021-10-22 18:53:52,41.052,39.2284,62.49,56,0,5.61,clear sky
345,Sohag,EG,2021-10-22 18:53:33,26.557,31.6948,74.32,41,4,13.04,clear sky
346,Tinde,TZ,2021-10-22 18:53:53,-3.8833,33.2,79.41,48,96,2.95,overcast clouds
347,Mendeleyevo,RU,2021-10-22 18:53:53,56.0333,37.2167,45.63,61,0,22.37,clear sky
348,Candelaria,PH,2021-10-22 18:53:54,13.9311,121.4233,76.39,96,100,4.05,overcast clouds
349,Simao,CN,2021-10-22 18:53:54,22.7886,100.9748,59.85,99,100,2.21,overcast clouds
350,Kitimat,CA,2021-10-22 18:49:20,54.0524,-128.6534,48.58,100,100,3.98,light rain
351,Ilulissat,GL,2021-10-22 18:53:55,69.2167,-51.1,3.11,79,6,5.68,clear sky
352,Hovd,MN,2021-10-22 18:53:55,48.0056,91.6419,34.81,46,80,1.39,broken clouds
353,Komsomolskiy,UZ,2021-10-22 18:53:56,40.4272,71.7189,47.12,49,40,4.61,scattered clouds
354,Kibala,TD,2021-10-22 18:53:56,9.1104,18.3463,78.75,78,20,0.0,thunderstorm
355,Sar-E Pul,AF,2021-10-22 18:53:56,35.8333,66.1667,35.73,71,38,1.39,scattered clouds
356,Puerto Del Rosario,ES,2021-10-22 18:53:57,28.5004,-13.8627,73.15,68,40,17.27,scattered clouds
357,Neuquen,AR,2021-10-22 18:53:58,-38.9516,-68.0591,67.89,34,0,5.75,clear sky
358,Ibitinga,BR,2021-10-22 18:50:57,-21.7578,-48.8289,89.19,23,0,7.29,clear sky
359,Yabelo,ET,2021-10-22 18:53:58,4.8833,38.0833,63.45,68,51,8.84,broken clouds
360,Ambo,PE,2021-10-22 18:53:59,-10.1308,-76.2047,80.65,37,19,10.42,few clouds
361,Mpraeso,GH,2021-10-22 18:54:00,6.5932,-0.7346,71.35,96,94,3.18,overcast clouds
362,Camopi,GF,2021-10-22 18:54:00,3.1655,-52.3158,86.0,62,78,6.13,moderate rain
363,Kyela,TZ,2021-10-22 18:54:00,-9.5833,33.85,76.66,55,49,2.51,scattered clouds
364,Diebougou,BF,2021-10-22 18:54:01,10.9667,-3.25,80.19,61,78,2.53,light rain
365,Bahia Blanca,AR,2021-10-22 18:54:02,-38.7196,-62.2724,64.29,41,25,13.8,scattered clouds
366,Eureka,US,2021-10-22 18:53:54,40.8021,-124.1637,61.25,86,27,1.99,scattered clouds
367,Shurob,TJ,2021-10-22 18:54:02,40.0491,70.5489,35.58,69,97,1.88,overcast clouds
368,Klaksvik,FO,2021-10-22 18:52:01,62.2266,-6.589,41.92,64,44,10.51,scattered clouds
369,Wenshang,CN,2021-10-22 18:54:03,35.7275,116.4961,48.16,57,13,5.28,few clouds
370,Srednekolymsk,RU,2021-10-22 18:54:03,67.45,153.6833,-12.08,99,24,2.26,few clouds
371,Tezu,IN,2021-10-22 18:54:04,27.9167,96.1667,68.61,87,20,3.15,few clouds
372,Bagdarin,RU,2021-10-22 18:54:04,54.4333,113.6,29.89,71,76,2.46,broken clouds
373,Chabahar,IR,2021-10-22 18:54:05,25.2919,60.643,79.36,80,0,5.19,clear sky
374,Nhulunbuy,AU,2021-10-22 18:54:06,-12.2333,136.7667,81.21,83,99,6.91,overcast clouds
375,Thunder Bay,CA,2021-10-22 18:54:06,48.4001,-89.3168,46.29,63,75,12.66,broken clouds
376,Trento,IT,2021-10-22 18:54:07,46.0679,11.1211,58.96,83,5,1.19,clear sky
377,Saint Peter,BB,2021-10-22 18:54:07,13.25,-59.6167,84.76,71,28,22.59,scattered clouds
378,Cayenne,GF,2021-10-22 18:54:08,4.9333,-52.3333,86.04,79,75,3.0,broken clouds
379,Ryotsu,JP,2021-10-22 18:54:08,38.0833,138.4333,52.14,68,88,14.92,overcast clouds
380,Mandalgovi,MN,2021-10-22 18:54:08,45.7625,106.2708,34.41,35,93,6.69,overcast clouds
381,Salalah,OM,2021-10-22 18:49:14,17.0151,54.0924,78.89,69,0,2.3,clear sky
382,Kununurra,AU,2021-10-22 18:50:31,-15.7667,128.7333,80.58,89,5,3.44,clear sky
383,San Cristobal,VE,2021-10-22 18:54:09,7.7669,-72.225,80.78,48,12,5.95,few clouds
384,Joao Pinheiro,BR,2021-10-22 18:52:08,-17.7425,-46.1725,85.53,38,19,4.45,few clouds
385,Yulara,AU,2021-10-22 18:54:10,-25.2406,130.9889,71.44,33,0,14.97,clear sky
386,Xuddur,SO,2021-10-22 18:54:10,4.1213,43.8894,78.89,65,100,10.13,overcast clouds
387,Atar,MR,2021-10-22 18:54:11,20.5169,-13.0499,93.25,15,34,11.5,scattered clouds
388,Mokhsogollokh,RU,2021-10-22 18:54:11,61.4681,128.9203,29.44,89,100,5.88,overcast clouds
389,Praia,CV,2021-10-22 18:51:52,14.9215,-23.5087,86.54,58,0,16.11,clear sky
390,Luba,GQ,2021-10-22 18:54:12,3.4568,8.5547,76.89,83,100,4.72,overcast clouds
391,Toucheng,TW,2021-10-22 18:54:12,24.8592,121.8233,70.9,84,100,7.02,overcast clouds
392,Axim,GH,2021-10-22 18:52:50,4.8699,-2.2405,77.5,86,100,8.79,overcast clouds
393,Punta De Piedra,VE,2021-10-22 18:54:13,7.6176,-71.4916,84.43,72,48,2.77,scattered clouds
394,Aripuana,BR,2021-10-22 18:54:13,-9.1667,-60.6333,87.93,57,100,2.95,overcast clouds
395,Dingle,PH,2021-10-22 18:54:14,10.9995,122.6711,75.4,93,100,5.82,overcast clouds
396,Alofi,NU,2021-10-22 18:54:14,-19.0595,-169.9187,73.29,68,100,11.5,overcast clouds
397,Tetiyiv,UA,2021-10-22 18:54:15,49.3767,29.6647,53.26,57,99,6.87,overcast clouds
398,Pangoa,PE,2021-10-22 18:54:15,-12.1167,-73.0,94.93,33,8,4.94,clear sky
399,Sawakin,SD,2021-10-22 18:54:16,19.1059,37.3321,82.54,69,9,9.08,clear sky
400,Haines Junction,CA,2021-10-22 18:50:52,60.7522,-137.5108,31.95,86,100,2.3,overcast clouds
401,Beliator,IN,2021-10-22 18:54:17,23.3333,87.2167,73.29,70,2,3.31,clear sky
402,Buritis,BR,2021-10-22 18:54:17,-15.6178,-46.4233,88.2,42,66,0.56,broken clouds
403,Souillac,MU,2021-10-22 18:54:18,-20.5167,57.5167,75.36,83,75,6.91,broken clouds
404,Tequixquiac,MX,2021-10-22 18:49:29,19.9081,-99.1475,68.36,61,100,6.04,overcast clouds
405,Puerto Baquerizo Moreno,EC,2021-10-22 18:54:19,-0.9,-89.6,74.39,69,75,10.65,broken clouds
406,Yoichi,JP,2021-10-22 18:54:19,43.2039,140.7703,40.23,74,100,6.6,light rain
407,Katangli,RU,2021-10-22 18:54:19,51.7102,143.2326,32.49,80,97,16.71,overcast clouds
408,Chimichagua,CO,2021-10-22 18:54:20,9.2578,-73.8123,90.55,55,28,3.22,scattered clouds
409,Embonas,GR,2021-10-22 18:54:21,36.2269,27.8564,60.93,70,0,3.2,clear sky
410,Avanigadda,IN,2021-10-22 18:54:21,16.0215,80.9181,77.09,78,92,2.26,overcast clouds
411,Bayburt,TR,2021-10-22 18:54:22,40.2589,40.2278,46.09,51,0,0.89,clear sky
412,Port-Gentil,GA,2021-10-22 18:54:22,-0.7193,8.7815,78.76,83,90,10.36,overcast clouds
413,Nynashamn,SE,2021-10-22 18:54:23,58.9034,17.9479,43.16,66,98,15.32,overcast clouds
414,Aquiles Serdan,MX,2021-10-22 18:54:23,17.7833,-92.2833,85.01,85,82,2.24,broken clouds
415,Diamantino,BR,2021-10-22 18:54:23,-14.4086,-56.4461,88.29,54,100,5.75,moderate rain
416,Marshall,US,2021-10-22 18:54:24,34.3834,-86.3333,69.62,67,1,8.05,clear sky
417,Longyearbyen,SJ,2021-10-22 18:54:24,78.2186,15.6401,19.24,93,40,5.75,scattered clouds
418,Plouzane,FR,2021-10-22 18:54:25,48.3833,-4.6167,55.08,80,0,3.44,clear sky
419,Chapais,CA,2021-10-22 18:54:25,49.7834,-74.8492,35.38,74,100,9.64,overcast clouds
420,Jacqueville,CI,2021-10-22 18:54:26,5.2052,-4.4146,78.71,83,90,9.86,overcast clouds
421,Vestmanna,FO,2021-10-22 18:54:26,62.1564,-7.1664,40.12,81,75,9.22,broken clouds
422,Coahuayana,MX,2021-10-22 18:54:26,18.7333,-103.6833,90.59,60,100,5.86,overcast clouds
423,Catuday,PH,2021-10-22 18:54:27,16.2923,119.8062,78.22,82,89,7.54,overcast clouds
424,Hammerfest,NO,2021-10-22 18:54:27,70.6634,23.6821,28.85,80,40,8.05,light snow
425,San Andres,CO,2021-10-22 18:54:28,12.5847,-81.7006,89.62,66,40,11.5,scattered clouds
426,Tianpeng,CN,2021-10-22 18:54:28,30.9866,103.9393,55.87,87,100,2.82,overcast clouds
427,Huixtepec,MX,2021-10-22 18:54:28,16.6536,-98.305,74.64,93,100,3.27,overcast clouds
428,Campo Largo,BR,2021-10-22 18:54:29,-25.4586,-49.5283,75.65,48,1,2.75,clear sky
429,Alta Floresta,BR,2021-10-22 18:54:29,-9.8756,-56.0861,91.22,58,40,8.05,scattered clouds
430,Macomb,US,2021-10-22 18:54:30,40.4592,-90.6718,56.23,54,1,6.91,clear sky
431,Aklavik,CA,2021-10-22 18:50:58,68.2191,-135.0107,36.43,87,100,14.7,overcast clouds
432,La Brea,HN,2021-10-22 18:54:30,15.8,-85.9667,85.51,74,75,9.22,broken clouds
433,Kudahuvadhoo,MV,2021-10-22 18:54:31,2.6708,72.8944,82.4,70,35,10.0,scattered clouds
434,Kargil,IN,2021-10-22 18:54:31,34.5667,76.1,33.73,74,100,5.08,light rain
435,Sorland,NO,2021-10-22 18:51:36,67.667,12.6934,39.06,48,100,11.45,light rain
436,Oriximina,BR,2021-10-22 18:54:32,-1.7656,-55.8661,90.9,51,100,2.1,overcast clouds
437,Odweyne,SO,2021-10-22 18:54:32,9.4092,45.064,74.61,49,0,13.27,clear sky
438,Ouesso,CG,2021-10-22 18:54:33,1.6136,16.0517,73.09,92,98,0.94,overcast clouds
439,Sawtell,AU,2021-10-22 18:54:33,-30.3833,153.1,66.52,94,75,1.14,broken clouds
440,Huaihua,CN,2021-10-22 18:54:34,27.5494,109.9592,48.54,97,51,0.47,broken clouds
441,Baruun-Urt,MN,2021-10-22 18:54:34,46.6806,113.2792,31.71,49,0,8.28,clear sky
442,Fairbanks,US,2021-10-22 18:50:47,64.8378,-147.7164,30.6,89,90,0.0,overcast clouds
443,Olafsvik,IS,2021-10-22 18:49:49,64.8945,-23.7142,41.27,94,100,23.62,light rain
444,Salekhard,RU,2021-10-22 18:54:35,66.53,66.6019,27.25,97,98,7.83,light snow
445,Matara,LK,2021-10-22 18:54:35,5.9485,80.5353,78.91,79,19,6.46,few clouds
446,Havre-Saint-Pierre,CA,2021-10-22 18:54:36,50.2334,-63.5986,48.79,93,90,18.41,overcast clouds
447,Korla,CN,2021-10-22 18:54:36,41.7597,86.1469,58.1,22,100,13.38,overcast clouds
448,George,ZA,2021-10-22 18:54:36,-33.963,22.4617,63.95,63,0,6.91,clear sky
449,Storm Lake,US,2021-10-22 18:54:37,42.6411,-95.2097,42.04,93,20,4.61,few clouds
450,Merauke,ID,2021-10-22 18:52:39,-8.4667,140.3333,77.67,85,99,11.61,overcast clouds
451,Buchanan,LR,2021-10-22 18:54:37,5.8808,-10.0467,80.56,87,100,7.43,light rain
452,Mahibadhoo,MV,2021-10-22 18:54:38,3.7833,72.9667,82.09,71,17,12.1,few clouds
453,Aguimes,ES,2021-10-22 18:54:38,27.9054,-15.4461,70.66,74,75,14.97,broken clouds
454,Mobaye,CF,2021-10-22 18:54:39,4.319,21.1786,75.36,84,41,1.43,scattered clouds
455,Kyzyl-Suu,KG,2021-10-22 18:54:39,42.3414,78.0056,30.54,91,100,7.87,light snow
456,Houston,US,2021-10-22 18:54:37,29.7633,-95.3633,89.11,61,40,1.01,scattered clouds
457,Indiana,US,2021-10-22 18:54:40,40.0003,-86.2503,52.56,91,90,4.61,drizzle
458,Borba,BR,2021-10-22 18:52:16,-4.3878,-59.5939,89.26,54,98,0.34,overcast clouds
459,Poum,NC,2021-10-22 18:52:34,-20.2333,164.0167,73.35,78,12,8.05,few clouds
460,Cotonou,BJ,2021-10-22 18:49:48,6.3654,2.4183,82.38,83,40,13.8,light rain
461,Alvorada,BR,2021-10-22 18:54:40,-12.48,-49.1247,88.68,48,81,4.12,moderate rain
462,Vila Velha,BR,2021-10-22 18:53:37,-20.3297,-40.2925,73.35,78,75,8.05,broken clouds
463,Bambous Virieux,MU,2021-10-22 18:51:23,-20.3428,57.7575,75.22,83,75,6.91,broken clouds
464,Varhaug,NO,2021-10-22 18:54:42,58.6147,5.6457,45.95,64,21,32.06,few clouds
465,Soderhamn,SE,2021-10-22 18:54:43,61.3037,17.0592,40.03,72,97,10.58,overcast clouds
466,Atambua,ID,2021-10-22 18:54:43,-9.1061,124.8925,75.76,91,100,3.47,overcast clouds
467,Shache,CN,2021-10-22 18:54:43,38.4167,77.2406,52.07,40,100,8.12,overcast clouds
468,Ambulu,ID,2021-10-22 18:54:44,-8.345,113.6058,77.41,87,100,2.1,overcast clouds
469,Athni,IN,2021-10-22 18:54:44,16.7333,75.0667,76.06,54,40,3.49,scattered clouds
470,Plettenberg Bay,ZA,2021-10-22 18:54:45,-34.0527,23.3716,61.63,85,100,3.96,overcast clouds
471,Dukat,RU,2021-10-22 18:54:45,62.55,155.55,-7.04,85,95,0.76,overcast clouds
472,Warrnambool,AU,2021-10-22 18:54:45,-38.3833,142.4833,53.82,88,100,9.93,overcast clouds
473,Wanning,CN,2021-10-22 18:54:46,18.8003,110.3967,69.33,91,84,15.17,broken clouds
474,Benguela,AO,2021-10-22 18:54:46,-12.5763,13.4055,74.98,76,17,9.53,few clouds
475,San Jose,US,2021-10-22 18:53:59,37.3394,-121.895,64.49,84,100,1.01,overcast clouds
476,Mount Isa,AU,2021-10-22 18:54:47,-20.7333,139.5,73.17,64,58,18.41,light rain
477,Tucurui,BR,2021-10-22 18:52:19,-3.7661,-49.6725,83.82,68,100,1.21,overcast clouds
478,Termiz,UZ,2021-10-22 18:54:47,37.2242,67.2783,42.89,49,0,4.61,clear sky
479,Kieta,PG,2021-10-22 18:54:48,-6.2167,155.6333,76.89,85,68,4.61,light rain
480,College,US,2021-10-22 18:51:45,64.8569,-147.8028,30.58,87,75,0.0,broken clouds
481,Abha,SA,2021-10-22 18:54:49,18.2164,42.5053,66.02,24,0,5.75,clear sky
482,Saint-Joseph,RE,2021-10-22 18:54:49,-21.3667,55.6167,73.78,82,12,1.97,few clouds
483,Vanimo,PG,2021-10-22 18:52:35,-2.6741,141.3028,75.7,88,100,3.76,overcast clouds
484,Lazaro Cardenas,MX,2021-10-22 18:54:50,17.9583,-102.2,84.56,75,100,4.88,overcast clouds
485,Biskamzha,RU,2021-10-22 18:54:50,53.4497,89.5272,33.69,89,100,7.78,overcast clouds
486,Polunochnoye,RU,2021-10-22 18:54:50,60.8697,60.4153,38.35,97,100,6.04,overcast clouds
487,Celestun,MX,2021-10-22 18:54:51,20.8667,-90.4,82.76,70,100,10.87,overcast clouds
488,Ahualulco,MX,2021-10-22 18:54:51,22.4,-101.1667,71.82,47,12,11.07,few clouds
489,Haapiti,PF,2021-10-22 18:54:52,-17.5667,-149.8667,80.33,83,97,18.37,light rain
490,Namanyere,TZ,2021-10-22 18:54:52,-7.5167,31.05,71.2,52,95,2.53,overcast clouds
491,Petropavlovsk-Kamchatskiy,RU,2021-10-22 18:54:53,53.0452,158.6483,19.99,79,40,2.24,scattered clouds
492,Lata,PT,2021-10-22 18:54:53,40.1629,-8.3327,63.01,77,0,2.71,clear sky
493,Praya,CV,2021-10-22 18:51:40,14.9215,-23.5087,86.54,58,0,16.11,clear sky
494,Bac Lieu,VN,2021-10-22 18:54:53,9.285,105.7244,78.67,86,100,3.76,overcast clouds
495,Umm Lajj,SA,2021-10-22 18:54:54,25.0213,37.2685,79.75,65,0,11.77,clear sky
496,Nouadhibou,MR,2021-10-22 18:51:26,20.931,-17.0347,73.38,68,25,14.97,scattered clouds
497,Eirunepe,BR,2021-10-22 18:54:55,-6.6603,-69.8736,89.98,53,100,1.61,overcast clouds
498,Northam,GB,2021-10-22 18:54:55,51.0333,-4.2167,53.65,69,91,8.48,overcast clouds
499,Grand-Santi,GF,2021-10-22 18:54:55,4.25,-54.3833,86.22,60,100,3.69,overcast clouds
500,Leiyang,CN,2021-10-22 18:54:56,26.4024,112.8591,54.34,95,100,2.89,overcast clouds
501,Peer,BE,2021-10-22 18:54:56,51.1317,5.4568,50.0,91,90,2.3,overcast clouds
502,Sailana,IN,2021-10-22 18:54:57,23.4667,74.9167,68.99,57,0,4.61,clear sky
503,Muzhi,RU,2021-10-22 18:54:57,65.3667,64.6667,29.89,91,100,9.33,overcast clouds
504,Kautokeino,NO,2021-10-22 18:54:58,69.0125,23.0412,16.93,91,74,9.37,broken clouds
505,Namatanai,PG,2021-10-22 18:54:58,-3.6667,152.4333,77.56,80,98,5.77,overcast clouds
506,Zapolyarnyy,RU,2021-10-22 18:54:58,69.4154,30.8136,29.48,78,100,9.04,overcast clouds
507,Cap Malheureux,MU,2021-10-22 18:54:59,-19.9842,57.6142,75.47,78,85,1.99,overcast clouds
508,Tabas,IR,2021-10-22 18:54:59,33.5959,56.9244,58.03,25,0,5.64,clear sky
509,Emerald,AU,2021-10-22 18:55:00,-23.5333,148.1667,71.74,78,5,6.91,clear sky
510,Banda Aceh,ID,2021-10-22 18:55:00,5.5577,95.3222,79.57,81,100,2.8,overcast clouds
511,Baykit,RU,2021-10-22 18:55:01,61.67,96.37,40.86,89,100,8.37,overcast clouds
512,Boca Do Acre,BR,2021-10-22 18:55:01,-8.7522,-67.3978,89.91,53,100,3.44,overcast clouds
513,Iquique,CL,2021-10-22 18:53:35,-20.2208,-70.1431,62.64,67,11,5.7,few clouds
514,Apatity,RU,2021-10-22 18:55:02,67.5641,33.4031,24.98,85,99,8.21,overcast clouds
515,Udachnyy,RU,2021-10-22 18:55:03,66.4167,112.4,25.93,92,98,12.55,overcast clouds
516,Redmond,US,2021-10-22 18:54:58,47.674,-122.1215,57.99,88,100,1.01,overcast clouds
517,Dauriya,RU,2021-10-22 18:55:03,49.9333,116.8667,22.75,85,0,2.06,clear sky
518,Port Keats,AU,2021-10-22 18:55:04,-14.25,129.55,81.64,83,7,8.41,clear sky
519,Waynesville,US,2021-10-22 18:55:05,35.4887,-82.9887,68.5,63,100,1.99,overcast clouds
520,Taicheng,CN,2021-10-22 18:55:05,38.731,113.228,38.35,59,76,3.53,broken clouds
521,Baicheng,CN,2021-10-22 18:55:06,45.6167,122.8167,39.85,46,0,6.06,clear sky
522,Yuli,NG,2021-10-22 18:55:06,9.6989,10.2744,82.98,60,53,2.46,broken clouds
523,Xiaoweizhai,CN,2021-10-22 18:55:07,26.1903,107.5125,44.28,96,55,3.53,broken clouds
524,Sharan,RU,2021-10-22 18:55:07,54.8167,54.0,50.0,79,100,18.7,overcast clouds
525,Akdepe,TM,2021-10-22 18:55:08,42.0551,59.3788,44.6,33,8,8.81,clear sky
